"product_id","product_name","stock","product_code","ean","sku","category","our_price_brutto","tax","weight","description0","description1","description2","description3","description4","image0","image1","image2","image3","image4","image5","image6","image7","image8","image9","image10","image11","image12","image13","image14","image15","producer","color","width","height","wasModified","wasImported","exception",
"189670", "189L670 ZAKREŚLACZ 1546 METALICZNY", "471", "154678 FC", "4005401546788", "189L670", "Artykuły piśmiennicze > Markery i zakreślacze > Zakreślacze biurowe", "2.99", "23", "0.00", "- bardzo wysokiej jakości zakreślacz w metalicznych<br><br>Kolorach pozostawiających srebrzystą poświatę<br><br>- idealny do wszystkich rodzajów papieru<br><br>- uniwersalny tusz na bazie wody<br><br>- linia zakreślania o szerokości 5, 2 lub 1 mm<br><br>- wytrzymała końcówka<br><br>- uwaga: dla najlepszych rezultatów zakreślania wstrząsnąć przed użyciem, przechowywać w pozycji poziomej<br><br>- kolor metaliczny fioletowy", "", "", "", "", "", "http://zasoby.amexb2x.com/zdjecia/21900/19353_M0.png", "http://zasoby.amexb2x.com/zdjecia/21900/27372_M0.png", "http://zasoby.amexb2x.com/zdjecia/21900/27373_M0.png", "http://zasoby.amexb2x.com/zdjecia/21900/27374_M0.png", "http://zasoby.amexb2x.com/zdjecia/21900/27375_M0.png", "http://zasoby.amexb2x.com/zdjecia/21900/38393_M0.png", "http://zasoby.amexb2x.com/zdjecia/21900/38394_M0.jpg", "", "", "", "", "", "", "", "", "FABER-CASTELL", "", "", "", "0", "0", "0"
"189671", "189L671 ZAKREŚLACZ 1546 PASTELOWY 8 KOL. W ETUI", "145", "154681 FC", "4005401546818", "189L671", "Artykuły piśmiennicze > Markery i zakreślacze > Zakreślacze biurowe", "18.61", "23", "0.00", "Kolory pastelowe zawładnęły światem mody i designu. Kolekcja zakreślaczy 1546 wzbogaciła się o 6 nowych, pastelowych barw. Tusz na bazie wody jest uniwersalny i nadaje się do wszystkich rodzajów papieru. Zaznaczaj, podkreślaj i wyróżniaj w swoich ulubionych kolorach!<br><br>- bardzo wysokiej jakości zakreślacz w modnych pastelowych kolorach<br><br>- idealny do wszystkich rodzajów papieru<br><br>- uniwersalny tusz na bazie wody<br><br>- linia zakreślania o szerokości 5, 2 lub 1 mm", "<br>- 6 kolorów pastelowych + 2 żółte w etui", "", "", "", "http://zasoby.amexb2x.com/zdjecia/14806/30205_M0.png", "http://zasoby.amexb2x.com/zdjecia/14806/30206_M0.png", "http://zasoby.amexb2x.com/zdjecia/14806/30207_M0.png", "http://zasoby.amexb2x.com/zdjecia/14806/30208_M0.png", "http://zasoby.amexb2x.com/zdjecia/14806/30209_M0.png", "", "http://zasoby.amexb2x.com/zdjecia/14806/37893_M0.jpg", "", "", "", "", "", "", "", "", "", "FABER-CASTELL", "", "", "", "0", "0", "0"
"189672", "189L672 ZAKREŚLACZ 1546 METALICZNY 8 SZT.", "112", "154689 FC", "4005401546894", "189L672", "Artykuły piśmiennicze > Markery i zakreślacze > Zakreślacze biurowe", "26.13", "23", "0.00", "- bardzo wysokiej jakości zakreślacz w metalicznych kolorach pozostawiających srebrzystą poświatę<br><br>- idealny do wszystkich rodzajów papieru<br><br>- uniwersalny tusz na bazie wody<br><br>- linia zakreślania o szerokości 5, 2 lub 1 mm<br><br>- wytrzymała końcówka<br><br>- uwaga: dla najlepszych rezultatów zakreślania wstrząsnąć przed użyciem, przechowywać w pozycji poziomej<br><br>- 8 kolorów w ekologicznym, kartonowym opakowaniu<br><br>- obudowa i zatyczka wykonane z materiałów pochodzących z recyklingu", "", "", "", "", "http://zasoby.amexb2x.com/zdjecia/21695/19355_M0.png", "http://zasoby.amexb2x.com/zdjecia/21695/27489_M0.png", "http://zasoby.amexb2x.com/zdjecia/21695/27490_M0.png", "http://zasoby.amexb2x.com/zdjecia/21695/27491_M0.png", "http://zasoby.amexb2x.com/zdjecia/21695/27492_M0.png", "http://zasoby.amexb2x.com/zdjecia/21695/27493_M0.png", "", "", "", "", "", "", "", "", "", "", "FABER-CASTELL", "", "", "", "0", "0", "0"
"189673", "189L673 ZAKREŚLACZ 1546 METALICZNY RUBINOWY", "500", "154691 FC", "4005401546917", "189L673", "Artykuły piśmiennicze > Markery i zakreślacze > Zakreślacze biurowe", "2.99", "23", "0.00", "- bardzo wysokiej jakości zakreślacz w metalicznych<br><br>Kolorach pozostawiających srebrzystą poświatę<br><br>- idealny do wszystkich rodzajów papieru<br><br>- uniwersalny tusz na bazie wody<br><br>- linia zakreślania o szerokości 5, 2 lub 1 mm<br><br>- wytrzymała końcówka<br><br>- uwaga: dla najlepszych rezultatów zakreślania wstrząsnąć przed użyciem, przechowywać w pozycji poziomej<br><br>- kolor metaliczny rubinowy", "", "", "", "", "", "http://zasoby.amexb2x.com/zdjecia/19227/31325_M0.png", "http://zasoby.amexb2x.com/zdjecia/19227/31326_M0.png", "http://zasoby.amexb2x.com/zdjecia/19227/31327_M0.png", "http://zasoby.amexb2x.com/zdjecia/19227/31328_M0.png", "http://zasoby.amexb2x.com/zdjecia/19227/31329_M0.png", "http://zasoby.amexb2x.com/zdjecia/19227/37637_M0.png", "", "", "", "", "", "", "", "", "", "FABER-CASTELL", "", "", "", "0", "0", "0"
"189674", "189L674 ZAKREŚLACZ 1546 PASTELOWY BLISTER 1 SZT.", "287", "154697 FC", "4005401546979", "189L674", "Artykuły piśmiennicze > Markery i zakreślacze > Zakreślacze biurowe", "4.92", "23", "0.00", "Zakreślacz pastelowy 1546 FABER-CASTELL. Opakowanie blistrowe 1 szt. Różne kolory.<br><br>Idealne do zaznaczania i podkreślania jasne, pastelowe kolory. Tusz na bazie wody. Możliwe do uzyskania 3 szerokości linii: 1, 2 i 5 mm. Trwała końcówka. Idealny do wszystkich rodzajów papieru. Dostępne kolory: różowy, turkusowy, jasnozielony.", "", "", "", "", "http://zasoby.amexb2x.com/zdjecia/17570/18422_M0.png", "http://zasoby.amexb2x.com/zdjecia/17570/18423_M0.png", "http://zasoby.amexb2x.com/zdjecia/17570/18424_M0.png", "", "", "", "", "", "", "", "", "", "", "", "", "", "FABER-CASTELL", "", "", "", "0", "0", "0"
"189675", "189L675 ZAKREŚLACZ 48 4 KOL. W ETUI PLASTIKOWYM", "500", "154804 FC", "4005401548041", "189L675", "Artykuły piśmiennicze > Markery i zakreślacze > Zakreślacze biurowe", "11.83", "23", "0.00", "- bardzo wysokiej jakości zakreślacz<br>- możliwość ponownego napełniania<br>- idealny do wszystkich rodzajów papieru<br>- atrament na bazie wody<br>- linia podkreślenia o szerokości 5, 2 lub 1 mm<br>- 4 kolory w etui", "", "", "", "", "", "http://zasoby.amexb2x.com/zdjecia/9339/30589_M0.png", "http://zasoby.amexb2x.com/zdjecia/9339/37517_M0.png", "", "", "", "", "", "", "", "", "", "", "", "", "", "FABER-CASTELL", "", "", "", "0", "0", "0"
"189676", "189L676 ZAKREŚLACZ 48 6 KOL. W ETUI PLASTIKOWYM", "125", "154806 FC", "4005401548065", "189L676", "Artykuły piśmiennicze > Markery i zakreślacze > Zakreślacze biurowe", "16.85", "23", "0.00", "- bardzo wysokiej jakości zakreślacz<br>- możliwość ponownego napełniania<br>- idealny do wszystkich rodzajów papieru<br>- atrament na bazie wody<br>- linia podkreślenia o szerokości 5, 2 lub 1 mm<br>- 6 kolorów w etui", "", "", "", "", "http://zasoby.amexb2x.com/zdjecia/9340/28856_M0.png", "http://zasoby.amexb2x.com/zdjecia/9340/37798_M0.jpg", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "FABER-CASTELL", "", "", "", "0", "0", "0"
"189677", "189L677 ZAKREŚLACZ 48 ŻÓŁTY FABER", "500", "154807 FC", "4005401548072", "189L677", "Artykuły piśmiennicze > Markery i zakreślacze > Zakreślacze biurowe", "2.55", "23", "0.00", "- bardzo wysokiej jakości zakreślacz<br>- możliwość ponownego napełniania<br>- idealny do wszystkich rodzajów papieru<br>- atrament na bazie wody<br>- linia podkreślenia o szerokości 5, 2 lub 1 mm<br>- kolor żółty", "", "", "", "", "http://zasoby.amexb2x.com/zdjecia/9341/30572_M0.png", "http://zasoby.amexb2x.com/zdjecia/9341/30573_M0.png", "http://zasoby.amexb2x.com/zdjecia/9341/30574_M0.png", "http://zasoby.amexb2x.com/zdjecia/9341/30575_M0.png", "http://zasoby.amexb2x.com/zdjecia/9341/34832_M0.png", "", "", "", "", "", "", "", "", "", "", "", "FABER-CASTELL", "", "", "", "0", "0", "0"
"189678", "189L678 ZAKREŚLACZ 48 POMARAŃCZOWY FABER", "500", "154815 FC", "4005401548157", "189L678", "Artykuły piśmiennicze > Markery i zakreślacze > Zakreślacze biurowe", "2.55", "23", "0.00", "- bardzo wysokiej jakości zakreślacz<br>- możliwość ponownego napełniania<br>- idealny do wszystkich rodzajów papieru<br>- atrament na bazie wody<br>- linia podkreślenia o szerokości 5, 2 lub 1 mm<br>- kolor pomarańczowy", "", "", "", "", "http://zasoby.amexb2x.com/zdjecia/9342/30567_M0.png", "http://zasoby.amexb2x.com/zdjecia/9342/30568_M0.png", "http://zasoby.amexb2x.com/zdjecia/9342/30569_M0.png", "http://zasoby.amexb2x.com/zdjecia/9342/34833_M0.png", "", "", "", "", "", "", "", "", "", "", "", "", "FABER-CASTELL", "", "", "", "0", "0", "0"
"189679", "189L679 ZAKREŚLACZ 48 CZERWONY FABER", "500", "154821 FC", "4005401548218", "189L679", "Artykuły piśmiennicze > Markery i zakreślacze > Zakreślacze biurowe", "2.55", "23", "0.00", "- bardzo wysokiej jakości zakreślacz<br>- możliwość ponownego napełniania<br>- idealny do wszystkich rodzajów papieru<br>- atrament na bazie wody<br>- linia podkreślenia o szerokości 5, 2 lub 1 mm<br>- kolor czerwony", "", "", "", "", "http://zasoby.amexb2x.com/zdjecia/9344/30542_M0.png", "http://zasoby.amexb2x.com/zdjecia/9344/30543_M0.png", "http://zasoby.amexb2x.com/zdjecia/9344/30544_M0.png", "http://zasoby.amexb2x.com/zdjecia/9344/34836_M0.png", "", "", "", "", "", "", "", "", "", "", "", "", "FABER-CASTELL", "", "", "", "0", "0", "0"
"189680", "189L680 ZAKREŚLACZ 48 RÓŻOWY FABER", "500", "154828 FC", "4005401548287", "189L680", "Artykuły piśmiennicze > Markery i zakreślacze > Zakreślacze biurowe", "2.55", "23", "0.00", "- bardzo wysokiej jakości zakreślacz<br>- możliwość ponownego napełniania<br>- idealny do wszystkich rodzajów papieru<br>- atrament na bazie wody<br>- linia podkreślenia o szerokości 5, 2 lub 1 mm<br>- kolor różowy", "", "", "", "", "http://zasoby.amexb2x.com/zdjecia/9345/30539_M0.png", "http://zasoby.amexb2x.com/zdjecia/9345/30540_M0.png", "http://zasoby.amexb2x.com/zdjecia/9345/30541_M0.png", "http://zasoby.amexb2x.com/zdjecia/9345/34834_M0.png", "", "", "", "", "", "", "", "", "", "", "", "", "FABER-CASTELL", "", "", "", "0", "0", "0"
"189684", "189L684 ZAKREŚLACZ 48 NIEBIESKI FABER", "500", "154851 FC", "4005401548515", "189L684", "Artykuły piśmiennicze > Markery i zakreślacze > Zakreślacze biurowe", "2.55", "23", "0.00", "- bardzo wysokiej jakości zakreślacz<br>- możliwość ponownego napełniania<br>- idealny do wszystkich rodzajów papieru<br>- atrament na bazie wody<br>- linia podkreślenia o szerokości 5, 2 lub 1 mm<br>- kolor niebieski", "", "", "", "", "", "http://zasoby.amexb2x.com/zdjecia/9349/30532_M0.png", "http://zasoby.amexb2x.com/zdjecia/9349/30533_M0.png", "http://zasoby.amexb2x.com/zdjecia/9349/30534_M0.png", "http://zasoby.amexb2x.com/zdjecia/9349/34835_M0.png", "", "", "", "", "", "", "", "", "", "", "", "FABER-CASTELL", "", "", "", "0", "0", "0"
"189685", "189L685 ZAKREŚLACZ 48 8 SZT. ETUI PROMOCJA 6", "247", "154862 FC", "4005401548621", "189L685", "Artykuły piśmiennicze > Markery i zakreślacze > Zakreślacze biurowe", "18.61", "23", "0.00", "- bardzo wysokiej jakości zakreślacz<br>- możliwość ponownego napełniania<br>- idealny do wszystkich rodzajów papieru<br>- atrament na bazie wody<br>- linia podkreślenia o szerokości 5, 2 lub 1 mm<br>- intensywne kolory: 3 x żółty, zielony, niebieski, różowy, pomarańczowy, czerwony", "", "", "", "", "http://zasoby.amexb2x.com/zdjecia/9350/30526_M0.png", "http://zasoby.amexb2x.com/zdjecia/9350/37636_M0.jpg", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "FABER-CASTELL", "", "", "", "0", "0", "0"
"189686", "189L686 ZAKREŚLACZ 48 ZIELONY FABER", "500", "154863 FC", "4005401548638", "189L686", "Artykuły piśmiennicze > Markery i zakreślacze > Zakreślacze biurowe", "2.55", "23", "0.00", "- bardzo wysokiej jakości zakreślacz<br>- możliwość ponownego napełniania<br>- idealny do wszystkich rodzajów papieru<br>- atrament na bazie wody<br>- linia podkreślenia o szerokości 5, 2 lub 1 mm<br>- kolor zielony", "", "", "", "", "http://zasoby.amexb2x.com/zdjecia/9351/30520_M0.png", "", "http://zasoby.amexb2x.com/zdjecia/9351/30522_M0.png", "http://zasoby.amexb2x.com/zdjecia/9351/30523_M0.png", "", "", "", "", "", "", "", "", "", "", "", "", "FABER-CASTELL", "", "", "", "0", "0", "0"
"189689", "189L689 TUSZ DO NAPEŁNIANIA ZAKREŚLACZA", "3", "154921 FC", "4005401549215", "189L689", "Artykuły piśmiennicze > Markery i zakreślacze", "28.27", "23", "0.00", "Tusz do napełniania zakreślacza FABER-CASTELL. Przyjazny dla środowiska system napełniania. Wysokiej jakości tusz na bazie wody. Wystarcza na 8 napełnień. Dostępny w 6 fluorestencyjnych kolorach. Pasuje do następujących modeli Textliner: 1543, 46 i 48. Kolor: czerwony fluorescencyjny.", "", "", "", "", "", "http://zasoby.amexb2x.com/zdjecia/18572/27600_M0.png", "http://zasoby.amexb2x.com/zdjecia/18572/37768_M0.png", "http://zasoby.amexb2x.com/zdjecia/18572/37769_M0.png", "", "", "", "", "", "", "", "", "", "", "", "", "FABER-CASTELL", "", "", "", "0", "0", "0"
"189691", "189L691 TUSZ DO NAPEŁNIANIA ZAKREŚLACZA ZIELONY", "3", "154963 FC", "4005401549635", "189L691", "Artykuły piśmiennicze > Markery i zakreślacze", "28.27", "23", "0.00", "Wysokiej jakości tusz na bazie wody<br>. Ekologiczny system napełniania. Zawartość 30 ml (co najmniej 8 napełnień)<br>. Kolor: zielony.", "", "", "", "", "http://zasoby.amexb2x.com/zdjecia/10639/38129_M0.png", "http://zasoby.amexb2x.com/zdjecia/10639/6946_M0.jpg", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "FABER-CASTELL", "", "", "", "0", "0", "0"
"189693", "189L693 FLAMASTRY GRIP 10 KOL. W ETUI FABER", "453", "155310 FC", "4005401553106", "189L693", "Artykuły piśmiennicze > Pisaki i flamastry biurowe", "11.55", "23", "0.00", "- ergonomiczny trójścienny kształt ułatwia uchwycenie pisaka<br>- opatentowana strefa GRIP z małymi antypoślizgowymi punktami masującymi zapewnia komfort użytkowania<br>- końcówka pisząca jest odporna na duży nacisk<br>- tusz na bazie wody i barwników naturalnych<br>- jasne i wyraziste kolory<br>- spieralne z większości standardowych tkanin<br>- wygodne plastikowe etui ułatwia przechowywanie pisaków", "", "", "", "", "http://zasoby.amexb2x.com/zdjecia/9361/28865_M0.png", "http://zasoby.amexb2x.com/zdjecia/9361/28866_M0.png", "http://zasoby.amexb2x.com/zdjecia/9361/28867_M0.png", "http://zasoby.amexb2x.com/zdjecia/9361/28868_M0.png", "http://zasoby.amexb2x.com/zdjecia/9361/28869_M0.png", "http://zasoby.amexb2x.com/zdjecia/9361/28870_M0.png", "", "", "", "", "", "", "", "", "", "", "FABER-CASTELL", "", "", "", "0", "0", "0"
"189695", "189L695 FLAMASTRY GRIP 20 KOL. W ETUI FABER", "407", "155320 FC", "4005401553205", "189L695", "Artykuły piśmiennicze > Pisaki i flamastry biurowe", "22.05", "23", "0.00", "- ergonomiczny trójścienny kształt ułatwia uchwycenie pisaka<br>- opatentowana strefa GRIP z małymi antypoślizgowymi punktami masującymi zapewnia komfort użytkowania<br>- końcówka pisząca jest odporna na duży nacisk<br>- tusz na bazie wody i barwników naturalnych<br>- jasne i wyraziste kolory<br>- spieralne z większości standardowych tkanin<br>- wygodne plastikowe etui ułatwia przechowywanie pisaków", "", "", "", "", "http://zasoby.amexb2x.com/zdjecia/9363/28873_M0.png", "http://zasoby.amexb2x.com/zdjecia/9363/28874_M0.png", "http://zasoby.amexb2x.com/zdjecia/9363/28875_M0.png", "http://zasoby.amexb2x.com/zdjecia/9363/28876_M0.png", "http://zasoby.amexb2x.com/zdjecia/9363/28877_M0.png", "", "", "", "", "", "", "", "", "", "", "", "FABER-CASTELL", "", "", "", "0", "0", "0"
"189696", "189L696 FLAMASTRY GRIP 30 KOL. W ETUI FABER", "7", "155335 FC", "4005401553359", "189L696", "Artykuły piśmiennicze > Pisaki i flamastry biurowe", "32.47", "23", "0.00", "Flamastry Grip FABER-CASTELL, 30 szt. w plastikowym opakowaniu.<br><br>Pisaki o ergonomicznym trójkątnym kształcie z tuszem na bazie barwników spożywczych.  Z opatentowaną strefą GRIP z małymi antypoślizgowymi punktami, które zapewniają pewny uchwyt. Wyraźne, nasycone kolory. Spieralne z większości tkanin. Odpowiednie dla osób prawo- i leworęcznych. Końcówka pisząca odporna na duży nacisk.", "", "", "", "", "", "http://zasoby.amexb2x.com/zdjecia/18224/31555_M0.png", "http://zasoby.amexb2x.com/zdjecia/18224/31556_M0.png", "http://zasoby.amexb2x.com/zdjecia/18224/31557_M0.png", "http://zasoby.amexb2x.com/zdjecia/18224/31558_M0.png", "http://zasoby.amexb2x.com/zdjecia/18224/31559_M0.png", "http://zasoby.amexb2x.com/zdjecia/18224/31560_M0.png", "", "", "", "", "", "", "", "", "", "FABER-CASTELL", "", "", "", "0", "0", "0"
"189698", "189L698 CIENKOPIS BROADPEN 1554 CZERWONY FABER", "30", "155421 FC", "4005401554219", "189L698", "Artykuły piśmiennicze > Cienkopis", "4.22", "23", "0.00", "- bardzo wysokiej jakości cienkopis z trwałym nieblaknącym tuszem<br>- duża pojemność tuszu na bazie wody<br>- końcówka pisząca 0,8 mm w metalowej osłonie<br>- atrakcyjne transparentne kolory korpusu cienkopisu<br>- kolor: czerwony", "", "", "", "", "http://zasoby.amexb2x.com/zdjecia/9365/28881_M0.png", "http://zasoby.amexb2x.com/zdjecia/9365/28882_M0.png", "http://zasoby.amexb2x.com/zdjecia/9365/28883_M0.png", "http://zasoby.amexb2x.com/zdjecia/9365/28884_M0.png", "http://zasoby.amexb2x.com/zdjecia/9365/28885_M0.png", "http://zasoby.amexb2x.com/zdjecia/9365/28886_M0.png", "", "", "", "", "", "", "", "", "", "", "FABER-CASTELL", "", "", "", "0", "0", "0"
"189699", "189L699 CIENKOPIS BROADPEN PASTEL 08 MM", "50", "155422 FC", "4005401554226", "189L699", "Artykuły piśmiennicze > Cienkopis", "4.22", "23", "0.00", "Bardzo wysokiej jakości cienkopis z trwałym nieblaknącym tuszem. Duża pojemność tuszu na bazie wody. Końcówka pisząca 0,8 mm w metalowej osłonie. Atrakcyjne transparentne kolory korpusu cienkopisu. Kolor: brzoskwiniowy.", "", "", "", "", "http://zasoby.amexb2x.com/zdjecia/20345/14302_M0.png", "", "http://zasoby.amexb2x.com/zdjecia/20345/27931_M0.png", "http://zasoby.amexb2x.com/zdjecia/20345/27932_M0.png", "http://zasoby.amexb2x.com/zdjecia/20345/27933_M0.png", "http://zasoby.amexb2x.com/zdjecia/20345/38619_M0.png", "http://zasoby.amexb2x.com/zdjecia/20345/38620_M0.png", "http://zasoby.amexb2x.com/zdjecia/20345/38621_M0.png", "", "", "", "", "", "", "", "", "FABER-CASTELL", "", "", "", "0", "0", "0"
"189700", "189L700 CIENKOPIS BROADPEN PASTEL 08 MM LILIOWY", "20", "155426 FC", "4005401554264", "189L700", "Artykuły piśmiennicze > Cienkopis", "4.22", "23", "0.00", "Bardzo wysokiej jakości cienkopis z trwałym nieblaknącym tuszem. Duża pojemność tuszu na bazie wody. Końcówka pisząca 0,8 mm w metalowej osłonie. Atrakcyjne transparentne kolory korpusu cienkopisu. Kolor: liliowy.", "", "", "", "", "http://zasoby.amexb2x.com/zdjecia/20349/14297_M0.png", "", "http://zasoby.amexb2x.com/zdjecia/20349/27928_M0.png", "http://zasoby.amexb2x.com/zdjecia/20349/27929_M0.png", "http://zasoby.amexb2x.com/zdjecia/20349/27930_M0.png", "http://zasoby.amexb2x.com/zdjecia/20349/38563_M0.png", "http://zasoby.amexb2x.com/zdjecia/20349/38564_M0.png", "", "", "", "", "", "", "", "", "", "FABER-CASTELL", "", "", "", "0", "0", "0"
"189701", "189L701 CIENKOPIS BROADPEN 1554 RÓŻOWY FABER", "40", "155428 FC", "4005401554288", "189L701", "Artykuły piśmiennicze > Cienkopis", "4.22", "23", "0.00", "- bardzo wysokiej jakości cienkopis z trwałym nieblaknącym tuszem<br>- duża pojemność tuszu na bazie wody<br>- końcówka pisząca 0,8 mm w metalowej osłonie<br>- atrakcyjne transparentne kolory korpusu cienkopisu<br>- kolor: różowy", "", "", "", "", "http://zasoby.amexb2x.com/zdjecia/9366/28888_M0.png", "http://zasoby.amexb2x.com/zdjecia/9366/28889_M0.png", "http://zasoby.amexb2x.com/zdjecia/9366/28890_M0.png", "http://zasoby.amexb2x.com/zdjecia/9366/28891_M0.png", "", "http://zasoby.amexb2x.com/zdjecia/9366/28893_M0.png", "", "", "", "", "", "", "", "", "", "", "FABER-CASTELL", "", "", "", "0", "0", "0"
"189702", "189L702 CIENKOPIS BROADPEN 08 MM DISPLAY 3x20", "4", "155432 FC", "4005401554325", "189L702", "Artykuły piśmiennicze > Cienkopis", "252.88", "23", "0.00", "Bardzo wysokiej jakości cienkopis z trwałym nieblaknącym tuszem. Duża pojemność tuszu na bazie wody. Końcówka pisząca 0,8 mm w metalowej osłonie. Atrakcyjne transparentne kolory korpusu cienkopisu. Zestaw składa się z 3 kolorów po 20 sztuk.", "", "", "", "", "http://zasoby.amexb2x.com/zdjecia/20350/14296_M0.png", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "FABER-CASTELL", "", "", "", "0", "0", "0"
"189704", "189L704 CIENKOPIS BROADPEN 1554 FIOLETOWY FABER", "40", "155436 FC", "4005401554363", "189L704", "Artykuły piśmiennicze > Cienkopis", "4.22", "23", "0.00", "- bardzo wysokiej jakości cienkopis z trwałym nieblaknącym tuszem<br>- duża pojemność tuszu na bazie wody<br>- końcówka pisząca 0,8 mm w metalowej osłonie<br>- atrakcyjne transparentne kolory korpusu cienkopisu<br>- kolor: fioletowy", "", "", "", "", "http://zasoby.amexb2x.com/zdjecia/9368/28896_M0.png", "http://zasoby.amexb2x.com/zdjecia/9368/28897_M0.png", "http://zasoby.amexb2x.com/zdjecia/9368/28898_M0.png", "http://zasoby.amexb2x.com/zdjecia/9368/28899_M0.png", "http://zasoby.amexb2x.com/zdjecia/9368/28900_M0.png", "http://zasoby.amexb2x.com/zdjecia/9368/28901_M0.png", "", "", "", "", "", "", "", "", "", "", "FABER-CASTELL", "", "", "", "0", "0", "0"
"189705", "189L705 CIENKOPIS BROADPEN 1554 MAGENTA FABER", "70", "155437 FC", "4005401554370", "189L705", "Artykuły piśmiennicze > Cienkopis", "4.22", "23", "0.00", "CIENKOPIS BROADPEN 1554<br>- bardzo wysokiej jakości cienkopis z trwałym<br>Nieblaknącym tuszem<br>- duża pojemność tuszu na bazie wody<br>- końcówka pisząca 0,8 mm w metalowej osłonie<br>- dostępny w 9 modnych kolorach<br>- atrakcyjne transparentne kolory korpusu<br>Cienkopisu", "", "", "", "", "http://zasoby.amexb2x.com/zdjecia/11629/30009_M0.png", "http://zasoby.amexb2x.com/zdjecia/11629/30010_M0.png", "http://zasoby.amexb2x.com/zdjecia/11629/30011_M0.png", "http://zasoby.amexb2x.com/zdjecia/11629/30012_M0.png", "http://zasoby.amexb2x.com/zdjecia/11629/30013_M0.png", "", "", "", "", "", "", "", "", "", "", "", "FABER-CASTELL", "", "", "", "0", "0", "0"
"189707", "189L707 CIENKOPIS BROADPEN 1554 NIEBIESKI FABER", "27", "155451 FC", "4005401554516", "189L707", "Artykuły piśmiennicze > Cienkopis", "4.22", "23", "0.00", "- bardzo wysokiej jakości cienkopis z trwałym nieblaknącym tuszem<br>- duża pojemność tuszu na bazie wody<br>- końcówka pisząca 0,8 mm w metalowej osłonie<br>- atrakcyjne transparentne kolory korpusu cienkopisu<br>- kolor: niebieski", "", "", "", "", "http://zasoby.amexb2x.com/zdjecia/9369/28902_M0.png", "http://zasoby.amexb2x.com/zdjecia/9369/28903_M0.png", "http://zasoby.amexb2x.com/zdjecia/9369/28904_M0.png", "http://zasoby.amexb2x.com/zdjecia/9369/28905_M0.png", "http://zasoby.amexb2x.com/zdjecia/9369/28906_M0.png", "http://zasoby.amexb2x.com/zdjecia/9369/28907_M0.png", "http://zasoby.amexb2x.com/zdjecia/9369/28908_M0.png", "", "", "", "", "", "", "", "", "", "FABER-CASTELL", "", "", "", "0", "0", "0"
"189708", "189L708 CIENKOPIS BROADPEN 1554 TURKUSOWY FABER", "10", "155456 FC", "4005401554561", "189L708", "Artykuły piśmiennicze > Cienkopis", "4.22", "23", "0.00", "- bardzo wysokiej jakości cienkopis z trwałym nieblaknącym tuszem<br>- duża pojemność tuszu na bazie wody<br>- końcówka pisząca 0,8 mm w metalowej osłonie<br>- atrakcyjne transparentne kolory korpusu cienkopisu<br>- kolor: turkusowy", "", "", "", "", "http://zasoby.amexb2x.com/zdjecia/9370/28912_M0.png", "http://zasoby.amexb2x.com/zdjecia/9370/28913_M0.png", "http://zasoby.amexb2x.com/zdjecia/9370/28914_M0.png", "http://zasoby.amexb2x.com/zdjecia/9370/28915_M0.png", "http://zasoby.amexb2x.com/zdjecia/9370/28916_M0.png", "", "", "", "", "", "", "", "", "", "", "", "FABER-CASTELL", "", "", "", "0", "0", "0"
"189709", "189L709 CIENKOPIS BROADPEN PASTEL 08 MM TURKUSOWY", "60", "155457 FC", "4005401554578", "189L709", "Artykuły piśmiennicze > Cienkopis", "4.22", "23", "0.00", "Bardzo wysokiej jakości cienkopis z trwałym nieblaknącym tuszem. Duża pojemność tuszu na bazie wody. Końcówka pisząca 0,8 mm w metalowej osłonie. Atrakcyjne transparentne kolory korpusu cienkopisu. Kolor: turkusowy.", "", "", "", "", "http://zasoby.amexb2x.com/zdjecia/20351/14288_M0.png", "", "http://zasoby.amexb2x.com/zdjecia/20351/27921_M0.png", "http://zasoby.amexb2x.com/zdjecia/20351/27922_M0.png", "http://zasoby.amexb2x.com/zdjecia/20351/27923_M0.png", "http://zasoby.amexb2x.com/zdjecia/20351/38779_M0.png", "http://zasoby.amexb2x.com/zdjecia/20351/38780_M0.png", "http://zasoby.amexb2x.com/zdjecia/20351/38781_M0.png", "", "", "", "", "", "", "", "", "FABER-CASTELL", "", "", "", "0", "0", "0"
